org_key,raw_org_name,source_file,wave_date,theme,question,answer,canonical_org_id,org_name
cleanpathafrica,CleanPath Africa,AP1_Endline_April_24_SA.csv,2024-04,Impact story,What data and evidence of impact in the communities do you have that validates your ToC and impact ambitions?,We are quantitative data,org_001,CleanPath Africa
freshstartenterprises,FreshStart Enterprises,AP1_Endline_April_24_SA.csv,2024-04,Impact story,What data and evidence of impact in the communities do you have that validates your ToC and impact ambitions?,Surveys and sensor data,org_006,FreshStart Enterprises
thrivewatergroup,ThriveWater Group,AP1_Endline_April_24_SA.csv,2024-04,Impact story,What data and evidence of impact in the communities do you have that validates your ToC and impact ambitions?,Total amount of people that have access to safe sanitation Total water saved Total waste collected Total jobs created,org_005,ThriveWater Group
evergreenaccess,EverGreen Access,AP1_Endline_April_24_SA.csv,2024-04,Impact story,What data and evidence of impact in the communities do you have that validates your ToC and impact ambitions?,We have impact studies and positive results of household questionnaires from field trials conducted at Sebokeng. Sundus Aziz interviewed many portable service providers (PSPs).,org_004,EverGreen Access
purecircleinnovations,PureCircle Innovations,AP1_Endline_April_24_SA.csv,2024-04,Impact story,What data and evidence of impact in the communities do you have that validates your ToC and impact ambitions?,"PureCircle Innovations (RB) has collected substantial data and evidence of impact from its M&E and operations team through surveys, registers, capturing and storing the data on Monday.com and soweto cares systems.",org_003,PureCircle Innovations
clearwaveafrica,ClearWave Africa,AP1_Endline_April_24_SA.csv,2024-04,Needs,What are your top 3 needs as an organisation at the moment?,"1. Increase our staff capacity (Appointment of a strong financial personnel, appointment of sales/marketing/business development personnel) 2. Office Space 3. Bakkie (Deliveries)",org_002,ClearWave Africa
cleanpathafrica,CleanPath Africa,AP1_Endline_April_24_SA.csv,2024-04,Needs,What are your top 3 needs as an organisation at the moment?,Product development support Financial and accounting systems. Funding,org_001,CleanPath Africa
freshstartenterprises,FreshStart Enterprises,AP1_Endline_April_24_SA.csv,2024-04,Needs,What are your top 3 needs as an organisation at the moment?,New COO Increased fleet Help with structuring nationwide site support,org_006,FreshStart Enterprises
thrivewatergroup,ThriveWater Group,AP1_Endline_April_24_SA.csv,2024-04,Needs,What are your top 3 needs as an organisation at the moment?,Access to partners and network to complete of fund raise of R5million,org_005,ThriveWater Group
evergreenaccess,EverGreen Access,AP1_Endline_April_24_SA.csv,2024-04,Needs,What are your top 3 needs as an organisation at the moment?,"1. Priority 1: Finalise the final V3 SavvyLoo design (with field testing of 100 units), and business model (making sure we have good partnerships in our target market). 2. Priority 2: Strategic “big brother” partner (possibly from Coastal Development Bank) to help raise sufficient co-funding (as agreed with Meridian Trust Foundation), and to access ARIPO countries within next 5-7 years. 3. Priority 3: Develop young management team with the common vision of helping to address SDG3, SDG6, and SDG11, including circular sanitation solution with GIS capability across Africa.",org_004,EverGreen Access
purecircleinnovations,PureCircle Innovations,AP1_Endline_April_24_SA.csv,2024-04,Needs,What are your top 3 needs as an organisation at the moment?,"PureCircle Innovations requires sustained financial support to continue and expand its programs. Support in ensuring we adapt to emerging challenges, and deliver high-quality services to the communities they serve. Support with strategic alliances to provide additional resources, expertise, and opportunities for collaboration.",org_003,PureCircle Innovations
hydroguardsolutions,HydroGuard Solutions,AP1_June_2024_BRA.csv,2024-06,Needs,"Quais são as suas necessidades de suporte antecipadas da FFA e de nossos parceiros do programa, e qual é a sua visão para o envolvimento e colaboração contínuos com a FFA avançando?",Queremos muito fechar uma parceria global com a Aurelia para distribuição da nossa solução em todos os potenciais mercados.,org_007,HydroGuard Solutions
ecopulsetechnologies,EcoPulse Technologies,AP1_June_2024_BRA.csv,2024-06,Needs,"Quais são as suas necessidades de suporte antecipadas da FFA e de nossos parceiros do programa, e qual é a sua visão para o envolvimento e colaboração contínuos com a FFA avançando?","Novas formas de financiamento para ampliar nosso impacto em mais regiões, inclusive integrando com outros projetos selecionados.",org_008,EcoPulse Technologies
crystalflowsystems,CrystalFlow Systems,AP1_June_2024_BRA.csv,2024-06,Needs,"Quais são as suas necessidades de suporte antecipadas da FFA e de nossos parceiros do programa, e qual é a sua visão para o envolvimento e colaboração contínuos com a FFA avançando?","O nosso objetivo é poder ter como parceiro do OlhaÁgua, visando criar benefícios mútuos entre as organizações e expandir o conceito de gestão compartilhada dos recursos hídricos para mais comunidades.",org_009,CrystalFlow Systems
vitalwavesystems,VitalWave Systems,AP1_June_2024_BRA.csv,2024-06,Needs,"Quais são as suas necessidades de suporte antecipadas da FFA e de nossos parceiros do programa, e qual é a sua visão para o envolvimento e colaboração contínuos com a FFA avançando?",Apresentar novas soluções desenvolvidas após o programa,org_010,VitalWave Systems
greenwaveenterprises,GreenWave Enterprises,AP1_June_2024_BRA.csv,2024-06,Needs,"Quais são as suas necessidades de suporte antecipadas da FFA e de nossos parceiros do programa, e qual é a sua visão para o envolvimento e colaboração contínuos com a FFA avançando?","Acredito que podemos aprofundar nossa parceria a nível de realização de projetos em áreas mais vulneráveis, cosneguindo utilizar as tecnologias da GreenWave Enterprises para o alcance das metas do time e impacto de verdade. Também vejo potencial em retomar esses pontos que ficaram em aberto e em explorar redes de clientes e parcerios para expandir nossa atuação.",org_011,GreenWave Enterprises
vitalbridgegroup,VitalBridge Group,AP1_June_2024_BRA.csv,2024-06,Needs,"Quais são as suas necessidades de suporte antecipadas da FFA e de nossos parceiros do programa, e qual é a sua visão para o envolvimento e colaboração contínuos com a FFA avançando?","Gostaria de ter um processo de comunicação mais recorrente, onde pudéssemos tratar sobre temas do dia a dia dos negócios com os mentores ou equipe da Silverline Capital. Um caminho que seria super interessante: ter uma plataforma onde nós pudéssemos expor as nossas dificuldades, os mentores e colaboradores tivessem visibilidade sobre essa dor e pudessem agendar com a gente reuniões para que essas dores fossem endereçadas.",org_012,VitalBridge Group
wellspringtechnologies,WellSpring Technologies,AP1and2_April_25.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,"Yes! Association of Private School owners, Alimosho sector",org_013,WellSpring Technologies
evergreenaccess,EverGreen Access,AP1and2_April_25.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,Legacy Impact Trust Frontline Robotics Initiative,org_004,EverGreen Access
clearwaveafrica,ClearWave Africa,AP1and2_April_25.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,Westfield Research Center - Partnership with 3 FFA Alumni's,org_002,ClearWave Africa
novawelltechnologies,NovaWell Technologies,AP1and2_April_25.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,We raised investment.,org_014,NovaWell Technologies
aquabrightsolutions,AquaBright Solutions,AP1and2_April_25.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,"Yes, although not officially singed but we have reached out to Bright Future Partnership and some other organisation we are currently awaiting response.",org_016,AquaBright Solutions
safestreamtechnologies,SafeStream Technologies,AP1and2_April_25.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,Yes. We have just concluded an MOU with the Federal Government of Nigeria as its new partner in community development.,org_017,SafeStream Technologies
wellspringtechnologies,WellSpring Technologies,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"1. Sustainable Funding: To ensure the continuity and expansion of your initiatives, securing more long-term financial support to scale projects like WASHathon 30 and 50 Schools Germ Blast would be essential. 2. Partnerships for Resource Mobilization: Establishing more strategic partnerships with companies and development organizations to access additional resources, such as hygiene products, clean water solutions, and training materials, will help reach more schools and communities. 3. Capacity Building and Staff Training: Strengthening the capacity of your team, including training on project management, monitoring and evaluation, and fundraising, will ensure more effective program delivery and impact measurement.",org_013,WellSpring Technologies
ecopulsetechnologies,EcoPulse Technologies,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"Change X, Instituto orizon social and Roche",org_008,EcoPulse Technologies
evergreenaccess,EverGreen Access,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"EverGreen Access is seeking: An international ""strategic partner"" (international footprint) in the WASH industry, who is interested in adopting IP with a view to bio-degradable waste streams, faster servicing, and savings in water and logistics (>66%).",org_004,EverGreen Access
clearwaveafrica,ClearWave Africa,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"ClearWave Africa requires support for the Westfield Research Center - on the following aspects: 0. Manufacturing Finalize buffer stock credit line and payment surety Finalize down payment on buffer stock production 1. Onboarding & Site Acquisition Support: Sales Team Appointments Acquisition of New Sites Onboarding Systems / Tracking System 2. Training and Product Knowledge Training of Plumbers & Installers Sales Training (Product Knowledge) User Education (Beneficiaries) 3. Branding, Marketing and Visibility Uniform, Marketing Collateral, etc. Satellite Office Establishment Delivery (Logistical Support)",org_002,ClearWave Africa
novawelltechnologies,NovaWell Technologies,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"- Finding international partners who will buy our plastics in Asia or Europe - move to dollar base revenue though connection to customers in Turkey, Asia or Germany that buys plastics - branding",org_014,NovaWell Technologies
brightwellsolutions,BrightWell Solutions,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,Human Resources and Funding,org_015,BrightWell Solutions
aquabrightsolutions,AquaBright Solutions,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,Partnership Improve scaling strategies More funding for product improvement and development,org_016,AquaBright Solutions
safestreamtechnologies,SafeStream Technologies,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,1. More partnerships and networking opportunities. 2. A closer partnership with Aurelia and it's brands. 3. Financial support.,org_017,SafeStream Technologies
thrivewatergroup,ThriveWater Group,AP1and2_April_25.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,ESG Social Partner linked back to the supply chain Risk Capital for expansion Sales and Marketing Coaching for by products,org_005,ThriveWater Group
novawelltechnologies,NovaWell Technologies,AP2_March_2024.csv,2024-03,Programme benefit,7. In what ways has the programme benefitted you?,From our insights on alternative ways to finance premium,org_014,NovaWell Technologies
nkemdirimobasi,Nkemdirim Obasi,AP2_March_2024.csv,2024-03,Programme benefit,7. In what ways has the programme benefitted you?,"From the concept of telling our story, to the strategy for implementation of our business to motoring it impact, these and many more are some of the way in which we benefitted from the dedicated support of the team at the accelerator program. we've further gotten new network of support that will go beyond the accelerator program, persons like Sir, Rowan, Sam, Nicklas, they've been fantastic!!",org_019,Nkemdirim Obasi
renataalves,Renata Alves,AP2_March_2024.csv,2024-03,Programme benefit,7. In what ways has the programme benefitted you?,"Improved our knowledge, helped us understand how to build a scalable and sustainable business.",org_020,Renata Alves
danielosei,Daniel Osei,AP2_March_2024.csv,2024-03,Programme benefit,7. In what ways has the programme benefitted you?,"Programme has been of immense benefit to me as it has improved my confidence, leadership skills and critical thinking skills. I have also seen improvements in my communication and engagement with partners",org_021,Daniel Osei
ucheeze,Uche Eze,AP2_March_2024.csv,2024-03,Programme benefit,7. In what ways has the programme benefitted you?,"Aurelia Accelerator Program has immensely benefitted both me personally and our organization. The program has been a rich source of knowledge transfer, equipping me with insights and strategies to address the water, sanitation, and hygiene (WASH) challenges in our communities. The diverse range of topics covered has broadened my understanding and enhanced my capacity to navigate complex issues. The seed funding that will be provided through the Fight for Access Accelerator will be a game-changer for our organization. It will not only bolster our financial stability but also empower us to implement impactful initiatives that directly address WASH issues in our communities. The program's focus on storytelling, impact measurement, and customer mapping has allowed me to refine essential skills crucial for the success of our initiatives. I now approach storytelling with greater impact, measure our outcomes more effectively, and understand our customers' needs in a more nuanced manner.",org_022,Uche Eze
musagarba,Musa Garba,AP2_March_2024.csv,2024-03,Programme benefit,7. In what ways has the programme benefitted you?,"It gave me an unprecedented recognition among my peers, I acquired top-notch management skills from the program, and also received a seed funding.",org_023,Musa Garba
novawelltechnologies,NovaWell Technologies,AP2_March_2024.csv,2024-03,Wins / Proud of,8. What has your biggest take-away from the program been?,Meeting and learning from great people building good solutions across WASH,org_014,NovaWell Technologies
nkemdirimobasi,Nkemdirim Obasi,AP2_March_2024.csv,2024-03,Wins / Proud of,8. What has your biggest take-away from the program been?,"My biggest take away from the program is understanding that our little, little efforts, wherever we are has a ripple effect that can go a long way in making our world a better place for everyone.",org_019,Nkemdirim Obasi
renataalves,Renata Alves,AP2_March_2024.csv,2024-03,Wins / Proud of,8. What has your biggest take-away from the program been?,"No organization scales with planning, understanding the problems, forming strategy, understanding the customers, knowing how to track your success, and impact. These are key take away.",org_020,Renata Alves
danielosei,Daniel Osei,AP2_March_2024.csv,2024-03,Wins / Proud of,8. What has your biggest take-away from the program been?,"The biggest takeaway from the Program will be the need for preparation and improvement for better results. Throughout the boot camp sessions and meetings , one key learning has been the need to keep improving so as to position our organization to deliver on its objectives.",org_021,Daniel Osei
ucheeze,Uche Eze,AP2_March_2024.csv,2024-03,Wins / Proud of,8. What has your biggest take-away from the program been?,"Foremost among them is the profound understanding of customer mapping. The program's emphasis on this aspect has been transformative, offering valuable insights into the needs and perspectives of our beneficiaries.Additionally, the program has sharpened my focus on impact measurement. The sessions and discussions on this topic have provided practical tools and strategies to evaluate the effectiveness of our initiatives rigorously.",org_022,Uche Eze
musagarba,Musa Garba,AP2_March_2024.csv,2024-03,Wins / Proud of,8. What has your biggest take-away from the program been?,"My biggest takeaway from the program is that a well defined Theory of Change is a key component of an impactful social enterprise. Secondly, impact measurement is a great tool for diagnosing the outcome of the ToC.",org_023,Musa Garba
aquabrightsolutions,AquaBright Solutions,AP2_October_2024.csv,2024-10,Programme benefit,In what ways has the program benefitted you?,"we have benefitted in so many ways, from the business sessions development sessions toe the one on one sessions with expert our perspective has been broaden and we are on a verge of expansion and more impact.",org_016,AquaBright Solutions
wellspringtechnologies,WellSpring Technologies,AP2_October_2024.csv,2024-10,Programme benefit,In what ways has the program benefitted you?,"The program has benefited me in several key ways: 1. Enhanced Knowledge and Skills: I gained valuable insights into financial management, marketing strategies, and operational efficiencies, which have helped me make more informed decisions for my business. 2. Networking Opportunities: The program provided access to a network of mentors, industry experts, and fellow entrepreneurs, allowing me to establish connections that have led to potential partnerships and collaborations. 3. Practical Tools and Resources: I received practical tools, templates, and resources that I can apply directly to my business, such as budgeting frameworks and marketing plans, helping streamline my operations. 4. Increased Confidence: The mentorship and support from program facilitators boosted my confidence in my ability to manage and grow my business, empowering me to take on new challenges and pursue opportunities. 5. Business Refinement: I was able to refine my business model and value proposition, ensuring that my products and services better align with market needs and customer preferences. 6. Goal Setting and Accountability: The program encouraged me to set clear, measurable goals and provided accountability, helping me stay focused and motivated to achieve desired outcomes. Overall, the accelerator program has been instrumental in driving both personal and professional growth, equipping me with the skills and resources needed to enhance my business performance.",org_013,WellSpring Technologies
novawelltechnologies,NovaWell Technologies,AP2_October_2024.csv,2024-10,Programme benefit,In what ways has the program benefitted you?,Provided us insight on theory of change and fund support for new operational hub,org_014,NovaWell Technologies
brightwellsolutions,BrightWell Solutions,AP2_October_2024.csv,2024-10,Programme benefit,In what ways has the program benefitted you?,"The program provided comprehensive support in several areas: Sessions on business strategy, financial management, and customer engagement sharpened our operational focus. Seed funding options allowed us to explore scaling our production capacity. Access to a broader network of organizations, mentors, and peer entrepreneurs has expanded our support system, allowing us to discuss collaborations and partnerships that can extend our impact.",org_015,BrightWell Solutions
safestreamtechnologies,SafeStream Technologies,AP2_October_2024.csv,2024-10,Programme benefit,In what ways has the program benefitted you?,"The Theory of Change, IMM lessons and of course, Project Management were the game changers for me. The program has benefitted me in no little measure: In knowledge, and status. I have also continued to transfer the lessons I learned to my team.",org_017,SafeStream Technologies
earthguardsolutions,EarthGuard Solutions,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"Our current needs focus on scaling our water monitoring solutions and expanding our reach to additional communities across Nigeria and sub-Saharan Africa. We seek support in the form of funding, which would enable us to acquire additional equipment, particularly for drilling and infrastructure deployment, ensuring a consistent and sustainable water supply. Additionally, we need technical expertise to further develop our mobile app and enhance data analytics capabilities. Guidance on market expansion strategies would be invaluable, as we aim to establish partnerships with local governments and NGOs. We also look to the accelerator for mentorship in impact measurement and reporting, ensuring we effectively communicate our social and environmental impact to stakeholders. With this support, we’re confident we can amplify our impact and achieve our long-term goal of providing reliable water access to underserved communities.",org_024,EarthGuard Solutions
bluehorizonwater,BlueHorizon Water,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"As we scale our operations and expand into new markets, BlueHorizon Water’s current needs center around funding, strategic partnerships, and capacity building to maximize our impact and reach more women across Africa. Funding to get Lola AI to 100,000 young girls in secondary school for menstrual health hygiene, education and resources. Enhance and improve our self-sampling kits to be rapid testing and other sexual health products Implement localized health literacy campaigns in underserved areas. Strategic Partnerships: We are looking to build strategic partnerships with NGOs, healthcare institutions, and technology partners to: Increase distribution channels for our self-sampling kits and home-based lab tests. Strengthen our community health programs for menstrual health education, reproductive health, and maternal care. Partner with telecom companies to reduce data costs for accessing Lola AI and other health services through WhatsApp. Technical Assistance & Capacity Building: We need support in building our organizational capacity, particularly in: Monitoring and evaluation to better track our impact and fine-tune our theory of change. Scaling technology infrastructure to handle larger volumes of users as we expand. Developing a robust data privacy framework to ensure the security and confidentiality of health data.",org_025,BlueHorizon Water
lifespringinnovations,LifeSpring Innovations,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"MN, has the following needs: 1. Capacity building for her team in the following areas: Impact management/measurement standards- LSIcurrently uses a basic impact metrics for measuring impact at her facilities- measurement of the number of users that visit her facilities daily. As we plan to scale our activities, we would require guidance and capacity building on a standardised format of impact measurement as this will ensure that our processes are aligned with a universal system. 2. Funding to scale her services: LSIwould like to scale her facilities by providing 50 toilet facilities/blocks in each Local Government Area, under the 5 Administrative Divisions in Lagos State by 2030 . 3. Capacity building in the adoption of a franchise model in preparation for our outreach outside of Lagos. The Aurelia Access Accelerator can support us in the following ways: 1. Give LSIaccess to specialised resources such as mentorship programs, technical expertise and access to industry experts that will strengthen our processes ( marketing strategies, revenue collection), build capacities of our team and accelerate our impact. 2. Give LSIexposure and networking opportunities in the industry for collaboration and growth. 3. Access to diverse funding opportunities within the community that will enable us scale our business.",org_026,LifeSpring Innovations
sunwellafrica,SunWell Africa,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"SunWell Africa is a rapidly growing social enterprise dedicated to improving maternal and child health in Africa. As we continue to expand our reach and impact, we are seeking support from the accelerator program to help us achieve our ambitious goals. Current Needs and Opportunities Our primary goal is to scale SunWell Africa's operations and reach 1000 women in 2025.. To achieve this, we require additional financial resources to invest in product development, marketing, and team expansion. We are also actively seeking strategic partnerships with healthcare providers, government agencies, and non-profit organizations to enhance our reach and impact. Additionally, attracting and retaining top talent, particularly in technology, healthcare, and business development, is essential for our continued growth. Support from the Accelerator The accelerator program can play a pivotal role in supporting SunWell Africa's growth. Mentorship and guidance from experienced entrepreneurs and industry experts can provide invaluable insights into business strategy, market expansion, and operational efficiency. Networking opportunities with investors, partners, and customers can help us expand our reach and raise awareness about our platform. Furthermore, financial assistance can be used to invest in product development, marketing campaigns, and team expansion. Finally, the accelerator's business development support can be invaluable in developing effective market research, business plans, and go-to-market strategies.",org_027,SunWell Africa
truenorthimpact,TrueNorth Impact,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"TrueNorth Impact’s business needs are to grow sales, raise funding and expand and diversify our sales chanels, eg expanding our presence in retail channels both in Kenya and globally. The support we are looking for from the accelerator is not limited to, but could include the following: 1. Marketing: TrueNorth Impact seeks support in using proven marketing strategies to raise awareness about water and health, similar to Aurelia’s successful approach in awareness creation on WASH and STDs. Currently, there is a lack of awareness about the importance of household water filters. By applying Aurelia’s expertise in creating impactful campaigns, we can learn to effectively and persuasively communicate the importance of safe water and drive behavioral change. 2. Retail channel: TrueNorth Impact would like guidance on navigating the retail landscape to ensure our product is available in all relevant retail channels. This includes developing strategies for market penetration and building partnerships with retailers in Kenya and globally. 3. Global expansion: TrueNorth Impact aims to expand globally, it would be great if Aurelia could make its network of global distributors available to further scale our product and increase market access; 4. Sales management: TrueNorth Impact can still improve its sales management; we would like to learn from Aurelia on selection, training and retaining of an effective sales and marketing force.",org_028,TrueNorth Impact
brightspringhealth,BrightSpring Health,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"As we actively look at expanding to Nigeria, we are looking at 1. Increasing our networks within the WASH Sector 2. Mentorship to learn more about policies, regulations, enabling environments etc 3. Learning how to work with mandate holders for Nigeria",org_029,BrightSpring Health
aquavantagegroup,AquaVantage Group,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"With the increased demand, we are not able to meet the initial cost need of installing the increased number of units. This is due to the fact that most informal settlement dwellers cannot manage to pay for the units in cash hence need to raise the initial cost and recover later through the installment payments. Additionally, our BSF rearing unit cannot serve the increased number of toilet units. This makes the maintenance cost to be higher hence being reducing the revenues from the recourse recovery process. We are therefore looking for support to expand our BSF rearing unit capacity as well as more funds to enable us scale up the production of our toilet units.",org_030,AquaVantage Group
freshwavesolutions,FreshWave Solutions,AP3_Baseline_October_2024.csv,2024-10,Needs,Current needs,"We are at a critical make-or-break juncture in our growth trajectory, and we believe our current needs overlap well with what we understand to be the intent of the Access Accelerator. We seek support to accelerate our growth to reach more customers to benefit health and hygiene. Aurelia’s business acumen would be invaluable as we think through marketing strategies, new routes to market, improving management reports including deeper embedding of our monitoring and reporting against impact metrics, streamlining operations, financial modeling for new products, and more while improving WASH and hygiene. Silverline Capital Social Business aligns to our commitment to ending poverty and addressing the climate crisis through social justice business activities. I would hope that this Accelerator can help us set out clear outcomes and key deliverables monthly and quarterly and help our various team members strengthen their own leadership and self-direction to meet these targets. We believe the new diaper products we seek to introduce are a perfect fit in particular for the Accelerator - both for product introduction and for the reproductive health, hygiene, and disease prevention support we can deliver with the Nia HealthLink for parents of young children. Our hybrid diapers will be disruptive to the market, offering the outer reusable diaper for nearly at-cost, while we introduce small sachets of the disposable inner diapers which are expected to be a fraction of the cost of traditional, disposable diapers, while being >95% biodegradable. It will take an extraordinary team to launch this product and we think it will be a very satisfying journey together with mentors and our team if we can do it right. We would welcome further support through technical assistance to model out the multi-faceted positive environmental impacts that come with locally manufacturing pads as well as locally manufacturing our own fluff pulp. In addition, as we consider continental expansion, we would value the opportunity to learn about the Nigerian market, with an eye for scaling our solution there, as well as networks to overcome the fundraising pioneer gap to make a truly profitable, multi-national business. If there is access to financial support through the network, or via a longer-term partnership with either Aurelia or Silverline Capital Social Business, that would be an incredible upside to conclude an impactful time together.",org_031,FreshWave Solutions
sunwellafrica,SunWell Africa,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,I would like more support on real life marketing strategy for service based business especially healthtech.,org_027,SunWell Africa
brightspringhealth,BrightSpring Health,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,Not applicable.,org_029,BrightSpring Health
bluehorizonwater,BlueHorizon Water,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,"I would recommend that for future accelerator programs, there should be a supporting mentor who can step up in a situation where the main mentor is not available to provide the needed guidance and support",org_025,BlueHorizon Water
earthguardsolutions,EarthGuard Solutions,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,Improve more connections with Investors and Funders leveraging the network of organizers.,org_024,EarthGuard Solutions
freshwavesolutions,FreshWave Solutions,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,"Maybe just intros to potential funders, but the ecosystem work that is being built is working to that; maybe not disqualifying us from WinFUND, but I can understand that decision. Especially during this time where we lost 2M in nearly completed funding due to the Trump administration",org_031,FreshWave Solutions
aquavantagegroup,AquaVantage Group,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,More followup on partnership creation and resource mobilization,org_030,AquaVantage Group
truenorthimpact,TrueNorth Impact,AP3_April_2025_Midline.csv,2025-04,Needs,1.14.2 Please share any specific areas where you felt additional support was needed based on your enterprise’s maturity level,"We would have greatly appreciated additional support in fundraising, as it remains a critical need for our stage of growth.",org_028,TrueNorth Impact
brightspringhealth,BrightSpring Health,AP3_April_2025_Midline.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,Yes with Aurelia and the Unity Beverages Group,org_029,BrightSpring Health
freshwavesolutions,FreshWave Solutions,AP3_April_2025_Midline.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,TrueNorth Impact - we hope to do activations in modern trade (National supermarkets) together,org_031,FreshWave Solutions
aquavantagegroup,AquaVantage Group,AP3_April_2025_Midline.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,"YES, we have signed two contracts worth 1.5 million to construct and renovate toilets and venture in new market.",org_030,AquaVantage Group
truenorthimpact,TrueNorth Impact,AP3_April_2025_Midline.csv,2025-04,Partnerships,Are there any partnerships that have formed as a result of the accelerator? ,"While we have not yet closed any new partnerships, the accelerator has been instrumental in helping us initiate and develop key partnerships that we are now actively pursuing.",org_028,TrueNorth Impact
sunwellafrica,SunWell Africa,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,Funding Market access Governance,org_027,SunWell Africa
lifespringinnovations,LifeSpring Innovations,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,1. Access to sustainable funding 2. Strategic partnerships & Stakeholder support 3. Capacity building & technical support,org_026,LifeSpring Innovations
brightspringhealth,BrightSpring Health,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"Funding, contracts and networking within the water sector.",org_029,BrightSpring Health
bluehorizonwater,BlueHorizon Water,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,Business model refinement New market entry strategy Introduction to and strategy to acquire B2B clients,org_025,BlueHorizon Water
earthguardsolutions,EarthGuard Solutions,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,1. Funding 2. Partnerships,org_024,EarthGuard Solutions
freshwavesolutions,FreshWave Solutions,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"1. Matching funds (low interest loan or SAFE) to unlock $500k in equity - for working capital, to introduce our new products, point of sale / marketing material, and to hire a new head of sales 2. Figuring out the right cost-effective TA for an ERP to prepare for our product expansion 3. Thought partnerships as we consider expansion into North America - we will have a comprehensive business plan from Wharton students by next month",org_031,FreshWave Solutions
aquavantagegroup,AquaVantage Group,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,"Create more networks, venture into new markets, and increase our market share",org_030,AquaVantage Group
truenorthimpact,TrueNorth Impact,AP3_April_2025_Midline.csv,2025-04,Needs,What are your top 3 needs as an organisation at the moment?,1. We are seeking additional funding to scale our operations and expand our impact. 2. We need more strategic partnerships to help with the distribution of our filters and expand our reach. 3. Strengthening our marketing efforts to raise awareness about our products and increase customer adoption is a key priority,org_028,TrueNorth Impact
brightpathsolutions,BrightPath Solutions,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Our technologies solve systemic water challenges, but to scale we need to integrate into large corporate supply chains and government frameworks. Building trust and navigating decision-making processes in these spaces can be slow and complex. While we have proven pilots, scaling requires capital to move from project-based revenue to sustainable long-term contracts.",org_032,BrightPath Solutions
